source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;scenario_infra_id;scenario_prob_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1125;1125;4;1;100;line_consecutive;0.5;1125;3;9;4-11,11-14,14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1126;1126;4;1;100;line_consecutive;0.5;1126;3;10;8-9,9-10,10-11,11-12;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1127;1127;4;1;100;line_consecutive;0.5;1127;3;11;7-8,8-9,9-10,10-11;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1128;1128;4;1;100;line_consecutive;0.5;1128;3;12;1-3,3-12,11-12,11-14;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1129;1129;4;1;100;line_consecutive;0.5;1129;3;13;5-6,5-9,9-10,10-15;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1130;1130;4;1;100;line_consecutive;0.5;1130;3;14;5-9,9-10,10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1131;1131;4;1;100;line_consecutive;0.5;1131;3;15;8-16,10-11,10-16,11-14;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1132;1132;4;1;100;line_consecutive;0.5;1132;3;16;10-11,10-16,11-14,14-23;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1133;1133;4;1;100;line_consecutive;0.5;1133;3;17;7-8,7-18,18-20,20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1134;1134;4;1;100;line_consecutive;0.5;1134;3;18;1-2,1-3,3-12,12-13;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1135;1135;4;1;100;line_consecutive;0.5;1135;3;19;8-16,15-19,16-17,17-19;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1136;1136;4;1;100;line_consecutive;0.5;1136;3;20;15-19,15-22,16-17,17-19;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1137;1137;4;1;100;line_consecutive;0.5;1137;3;21;15-19,15-22,17-19,21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1138;1138;4;1;100;line_consecutive;0.5;1138;3;22;10-17,14-15,15-19,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1139;1139;5;1;80;line_consecutive;0.5;1139;4;0;2-6,6-8,8-16,16-17,17-19;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1140;1140;5;1;80;line_consecutive;0.5;1140;4;1;6-8,8-16,16-17,17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1141;1141;5;1;80;line_consecutive;0.5;1141;4;2;3-4,4-5,5-9,7-8,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1142;1142;5;1;80;line_consecutive;0.5;1142;4;3;4-5,5-9,7-8,7-18,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1143;1143;5;1;80;line_consecutive;0.5;1143;4;4;1-3,3-4,4-11,11-14,14-23;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1144;1144;5;1;80;line_consecutive;0.5;1144;4;5;3-4,4-11,11-14,14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1145;1145;5;1;80;line_consecutive;0.5;1145;4;6;7-8,8-9,9-10,10-11,11-12;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1146;1146;5;1;80;line_consecutive;0.5;1146;4;7;5-6,5-9,9-10,10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1147;1147;5;1;80;line_consecutive;0.5;1147;4;8;8-16,10-11,10-16,11-14,14-23;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1148;1148;5;1;80;line_consecutive;0.5;1148;4;9;8-16,15-19,15-22,16-17,17-19;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1149;1149;5;1;80;line_consecutive;0.5;1149;4;10;15-19,15-22,16-17,17-19,21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1150;1150;6;1;60;line_consecutive;0.5;1150;5;0;2-6,6-8,8-16,16-17,17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1151;1151;6;1;60;line_consecutive;0.5;1151;5;1;3-4,4-5,5-9,7-8,7-18,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1152;1152;6;1;60;line_consecutive;0.5;1152;5;2;1-3,3-4,4-11,11-14,14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1153;1153;6;1;60;line_consecutive;0.5;1153;5;3;8-16,15-19,15-22,16-17,17-19,21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1154;1154;1;2;50;line_consecutive;0.5;1154;6;0;9-10|4-5;7,9|3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1155;1155;1;2;50;line_consecutive;0.5;1155;6;1;5-9|7-18;3,9|3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1156;1156;1;2;50;line_consecutive;0.5;1156;6;2;11-12|7-8;1,7,8|3,7,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1157;1157;1;2;50;line_consecutive;0.5;1157;6;3;14-23|1-2;4,10|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1158;1158;1;2;50;line_consecutive;0.5;1158;6;4;11-12|8-9;1,7,8|3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1159;1159;1;2;50;line_consecutive;0.5;1159;6;5;3-4|19-20;3,4|2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1160;1160;1;2;50;line_consecutive;0.5;1160;6;6;1-2|9-10;12|7,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1161;1161;1;2;50;line_consecutive;0.5;1161;6;7;11-12|9-10;1,7,8|7,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1162;1162;1;2;50;line_consecutive;0.5;1162;6;8;21-24|5-9;6|3,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1163;1163;1;2;50;line_consecutive;0.5;1163;6;9;15-22|1-2;5,13|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1164;1164;1;2;50;line_consecutive;0.5;1164;6;10;9-10|1-3;7,9|4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1165;1165;1;2;50;line_consecutive;0.5;1165;6;11;20-22|15-19;11|9,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1166;1166;1;2;50;line_consecutive;0.5;1166;6;12;13-24|18-20;6|11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1167;1167;1;2;50;line_consecutive;0.5;1167;6;13;21-22|7-18;13|3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1168;1168;1;2;50;line_consecutive;0.5;1168;6;14;11-14|18-20;4,8,10|11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1169;1169;1;2;50;line_consecutive;0.5;1169;6;15;4-11|11-12;4|1,7,8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1170;1170;1;2;50;line_consecutive;0.5;1170;6;16;3-4|11-12;3,4|1,7,8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1171;1171;1;2;50;line_consecutive;0.5;1171;6;17;4-5|10-15;3|5,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1172;1172;1;2;50;line_consecutive;0.5;1172;6;18;21-24|16-18;6|1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1173;1173;1;2;50;line_consecutive;0.5;1173;6;19;21-24|10-17;6|14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1174;1174;1;2;50;line_consecutive;0.5;1174;6;20;13-24|10-15;6|5,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1175;1175;1;2;50;line_consecutive;0.5;1175;6;21;14-15|23-24;14|4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1176;1176;1;2;50;line_consecutive;0.5;1176;6;22;9-10|3-4;7,9|3,4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1177;1177;1;2;50;line_consecutive;0.5;1177;6;23;1-3|12-13;4,8,12|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1178;1178;1;2;50;line_consecutive;0.5;1178;6;24;17-19|20-21;2,13,14|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1179;1179;1;2;50;line_consecutive;0.5;1179;6;25;2-6|11-14;2|4,8,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1180;1180;1;2;50;line_consecutive;0.5;1180;6;26;13-24|1-2;6|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1181;1181;1;2;50;line_consecutive;0.5;1181;6;27;12-13|5-9;12|3,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1182;1182;1;2;50;line_consecutive;0.5;1182;6;28;17-19|7-18;2,13,14|3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1183;1183;1;2;50;line_consecutive;0.5;1183;6;29;1-2|16-17;12|2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1184;1184;1;2;50;line_consecutive;0.5;1184;6;30;9-10|14-15;7,9|14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1185;1185;1;2;50;line_consecutive;0.5;1185;6;31;20-22|10-17;11|14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1186;1186;1;2;50;line_consecutive;0.5;1186;6;32;6-8|19-20;2|2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1187;1187;1;2;50;line_consecutive;0.5;1187;6;33;20-22|21-24;11|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1188;1188;1;2;50;line_consecutive;0.5;1188;6;34;13-24|3-12;6|8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1189;1189;1;2;50;line_consecutive;0.5;1189;6;35;11-14|12-13;4,8,10|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1190;1190;1;2;50;line_consecutive;0.5;1190;6;36;18-20|12-13;11|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1191;1191;1;2;50;line_consecutive;0.5;1191;6;37;10-15|4-11;5,9|4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1192;1192;1;2;50;line_consecutive;0.5;1192;6;38;12-13|3-4;12|3,4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1193;1193;1;2;50;line_consecutive;0.5;1193;6;39;8-9|11-14;3,7|4,8,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1194;1194;1;2;50;line_consecutive;0.5;1194;6;40;21-24|11-14;6|4,8,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1195;1195;1;2;50;line_consecutive;0.5;1195;6;41;15-19|13-24;9,13,14|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1196;1196;1;2;50;line_consecutive;0.5;1196;6;42;8-16|1-3;2,10,13|4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1197;1197;1;2;50;line_consecutive;0.5;1197;6;43;16-18|2-6;1|2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1198;1198;1;2;50;line_consecutive;0.5;1198;6;44;14-15|21-24;14|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1199;1199;1;2;50;line_consecutive;0.5;1199;6;45;10-16|15-22;1,10|5,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1200;1200;1;2;50;line_consecutive;0.5;1200;6;46;7-8|14-23;3,7,11|4,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1201;1201;1;2;50;line_consecutive;0.5;1201;6;47;23-24|17-19;4|2,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1202;1202;1;2;50;line_consecutive;0.5;1202;6;48;1-3|14-15;4,8,12|14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1203;1203;1;2;50;line_consecutive;0.5;1203;6;49;21-22|15-22;13|5,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1204;1204;1;3;30;line_consecutive;0.5;1204;7;0;23-24|20-22|11-12;4|11|1,7,8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1205;1205;1;3;30;line_consecutive;0.5;1205;7;1;15-19|17-19|22-23;9,13,14|2,13,14|5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1206;1206;1;3;30;line_consecutive;0.5;1206;7;2;7-18|4-11|17-19;3,11|4|2,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1207;1207;1;3;30;line_consecutive;0.5;1207;7;3;11-14|23-24|21-24;4,8,10|4|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1208;1208;1;3;30;line_consecutive;0.5;1208;7;4;7-8|15-19|14-23;3,7,11|9,13,14|4,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1209;1209;1;3;30;line_consecutive;0.5;1209;7;5;11-14|14-23|2-6;4,8,10|4,10|2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1210;1210;1;3;30;line_consecutive;0.5;1210;7;6;2-6|14-23|6-8;2|4,10|2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1211;1211;1;3;30;line_consecutive;0.5;1211;7;7;22-23|15-22|13-24;5|5,13|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1212;1212;1;3;30;line_consecutive;0.5;1212;7;8;22-23|3-4|12-13;5|3,4|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1213;1213;1;3;30;line_consecutive;0.5;1213;7;9;19-20|16-18|14-23;2|1|4,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1214;1214;1;3;30;line_consecutive;0.5;1214;7;10;7-8|8-16|10-17;3,7,11|2,10,13|14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1215;1215;1;3;30;line_consecutive;0.5;1215;7;11;15-19|9-10|3-4;9,13,14|7,9|3,4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1216;1216;1;3;30;line_consecutive;0.5;1216;7;12;7-8|5-6|8-16;3,7,11|9|2,10,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1217;1217;1;3;30;line_consecutive;0.5;1217;7;13;22-23|3-4|1-3;5|3,4|4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1218;1218;1;3;30;line_consecutive;0.5;1218;7;14;4-11|1-2|5-9;4|12|3,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1219;1219;1;3;30;line_consecutive;0.5;1219;7;15;10-17|4-11|20-22;14|4|11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1220;1220;1;3;30;line_consecutive;0.5;1220;7;16;6-8|10-11|3-4;2|1,7,10|3,4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1221;1221;1;3;30;line_consecutive;0.5;1221;7;17;7-8|5-6|10-16;3,7,11|9|1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1222;1222;1;3;30;line_consecutive;0.5;1222;7;18;20-21|16-18|11-12;6|1|1,7,8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1223;1223;1;3;30;line_consecutive;0.5;1223;7;19;7-8|6-8|10-15;3,7,11|2|5,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1224;1224;1;3;30;line_consecutive;0.5;1224;7;20;8-16|15-19|18-20;2,10,13|9,13,14|11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1225;1225;1;3;30;line_consecutive;0.5;1225;7;21;13-24|16-18|1-3;6|1|4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1226;1226;1;3;30;line_consecutive;0.5;1226;7;22;4-11|2-6|20-21;4|2|6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1227;1227;1;3;30;line_consecutive;0.5;1227;7;23;11-12|5-6|10-16;1,7,8|9|1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1228;1228;1;3;30;line_consecutive;0.5;1228;7;24;13-24|22-23|5-6;6|5|9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1229;1229;1;3;30;line_consecutive;0.5;1229;7;25;8-9|22-23|1-2;3,7|5|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1230;1230;1;3;30;line_consecutive;0.5;1230;7;26;1-3|10-15|22-23;4,8,12|5,9|5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1231;1231;1;3;30;line_consecutive;0.5;1231;7;27;5-9|17-19|21-22;3,9|2,13,14|13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1232;1232;1;3;30;line_consecutive;0.5;1232;7;28;4-5|1-2|10-16;3|12|1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1233;1233;1;3;30;line_consecutive;0.5;1233;7;29;10-11|3-12|12-13;1,7,10|8,12|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1234;1234;2;2;40;line_consecutive;0.5;1234;8;0;8-9,9-10|7-8,8-9;7|3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1235;1235;2;2;40;line_consecutive;0.5;1235;8;1;15-22,22-23|14-23,23-24;5|4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1236;1236;2;2;40;line_consecutive;0.5;1236;8;2;10-11,10-16|3-4,4-11;1,10|4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1237;1237;2;2;40;line_consecutive;0.5;1237;8;3;4-11,11-14|5-9,8-9;4|3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1238;1238;2;2;40;line_consecutive;0.5;1238;8;4;7-8,7-18|10-11,10-16;3,11|1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1239;1239;2;2;40;line_consecutive;0.5;1239;8;5;14-15,15-19|3-12,12-13;14|12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1240;1240;2;2;40;line_consecutive;0.5;1240;8;6;7-18,18-20|8-9,9-10;11|7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1241;1241;2;2;40;line_consecutive;0.5;1241;8;7;7-8,8-9|9-10,10-15;3,7|9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1242;1242;2;2;40;line_consecutive;0.5;1242;8;8;11-12,11-14|7-8,7-18;8|3,11
